zip,totkbtu,avgktbu,totcust,gascust,eleccust,gaskbtu,eleckbtu
95116,637793340.2,2111.996385,301986,140815,161171,400041700,237751640.2
95117,546930478.8,2119.26951,258075,112756,145319,361686400,185244078.8
95118,663686177.7,2369.520758,280093,130501,149592,422130700,241555477.7
95119,203208485.8,2583.640414,78652,37813,40839,130886700,72321785.84
95120,1036247618,3238.466091,319981,155742,164239,674914000,361333618.3
95121,597195913,2581.129416,231370,112855,118515,365088700,232107213
95122,695220392,2388.794409,291034,131754,159280,429068400,266151992
95123,1317177048,2442.754225,539218,246905,292313,811782300,505394747.9
95124,1109260311,2580.791485,429814,208492,221322,720667000,388593311.2
95125,1300293913,2699.715998,481641,225011,256630,840698100,459595813.1
95126,645930914.7,2087.945238,309362,118740,190622,385766000,260164914.7
95127,980840053.2,2553.306833,384145,183451,200694,618139400,362700653.2
95128,687233905,2190.687186,313707,137657,176050,444737500,242496405
95129,779452052.8,2365.402167,329522,143149,186373,523798000,255654052.8
95130,282844523.4,2321.994921,121811,58071,63740,190586500,92258023.36
95131,487106216.5,2191.240622,222297,106631,115666,298700500,188405716.5
95132,710000426.7,2355.667124,301401,146529,154872,457279800,252720626.7
95133,429641345.1,2275.016124,188852,85457,103395,264608900,165032445.1
95134,510705288,1991.962369,256383,102054,154329,315836800,194868488
95135,482040790.2,2642.405318,182425,88896,93529,315714600,166326190.2
95136,856255961.2,2598.344843,329539,140485,189054,515693200,340562761.2
95138,446969468.6,3039.182075,147069,71755,75314,284869600,162099868.6
95139,148751084.7,2629.318851,56574,27511,29063,93666600,55084484.67
95140,3783324.548,2712.060608,1395,0,1395,0,3783324.548
95141,0,0,0,,0,,0
95148,775952863.3,2627.881153,295277,145842,149435,480792600,295160263.3
95202,115546624.4,1776.574431,65039,26982,38057,64976400,50570224.42
95203,327386322.1,2327.914972,140635,69017,71618,201485600,125900722.1
95204,750190351.1,2581.4689,290606,143273,147333,460337000,289853351.1
95205,673046795.3,2534.243019,265581,131329,134252,408217100,264829695.3
95206,1123730441,2571.359626,437018,216545,220473,656968500,466761941.2
95207,1136423254,2469.626334,460160,219314,240846,682081600,454341653.9
95209,958643178.6,2871.556156,333841,166634,167207,563870500,394772678.6
95210,762006529.3,2575.608083,295855,147060,148795,444821400,317185129.3
95211,0,0,0,,0,,0
95212,603800916,3324.400645,181627,88878,92749,330752900,273048016
95215,432712673.3,2841.970033,152258,67507,84751,228020000,204692673.3
95219,739351749.2,2611.544491,283109,140473,142636,441490400,297861349.2
95220,150426051,3434.227911,43802,12934,30868,50725200,99700850.98
95222,78864896.35,2673.567576,29498,,29498,,78864896.35
95223,107186775.6,1146.713763,93473,,93473,,107186775.6
95224,6963482.56,2402.029169,2899,,2899,,6963482.56
95225,31968703.29,3276.153238,9758,,9758,,31968703.29
95227,25555982.64,3671.309099,6961,1401,5560,6934300,18621682.64
95228,76584602.16,2215.797302,34563,,34563,,76584602.16
95229,4711194.064,2365.057261,1992,,1992,,4711194.064
95230,5993089.288,2700.806349,2219,,2219,,5993089.288
95231,57979590.86,2987.406784,19408,8744,10664,28236600,29742990.86
95232,6250077.716,2487.098176,2513,,2513,,6250077.716
95233,6493158.832,2002.207472,3243,,3243,,6493158.832
95236,88692135.42,3169.160846,27986,8082,19904,28738000,59954135.42
95237,83240118.81,2994.248878,27800,13179,14621,48141100,35099018.81
95240,652473413.4,3301.122242,197652,169853,27799,568914400,83559013.35
95242,496178507.7,3563.169704,139252,121617,17635,444208500,51970007.66
95245,20747580.42,2599.295968,7982,,7982,,20747580.42
95246,23038400.63,2522.268516,9134,,9134,,23038400.63
95247,65891670.53,2395.97362,27501,,27501,,65891670.53
95248,17517637.91,2513.290949,6970,,6970,,17517637.91
95249,77130905.92,2686.832686,28707,9384,19323,27456700,49674205.92
95251,9363807.5,2572.474588,3640,,3640,,9363807.5
95252,179747303.5,2848.519912,63102,3239,59863,9541700,170205603.5
95254,17766178.23,2982.403597,5957,,5957,,17766178.23
95255,30388906.35,2260.406601,13444,,13444,,30388906.35
95257,7238203.152,2177.558108,3324,,3324,,7238203.152
95258,113273773.5,3184.2626,35573,17699,17874,69855200,43418573.47
95301,738434729.7,2689.589004,274553,138158,136395,415895200,322539529.7
95303,0,0,0,0,0,0,0
95304,281316656.9,3305.951734,85094,36088,49006,138276500,143040156.9
95306,14926404.75,2397.430894,6226,,6226,,14926404.75
95307,461545500,3021.69316,152744,152744,0,461545500,0
95309,3530478.288,2307.502149,1530,,1530,,3530478.288
95310,26096153.14,2891.540514,9025,,9025,,26096153.14
95311,30528208.07,2070.410856,14745,,14745,,30528208.07
95313,4989500,3391.910265,1471,1471,0,4989500,0
95315,96631300,2888.914467,33449,33449,,96631300,
95316,64669300,3147.384046,20547,20547,0,64669300,0
95317,9965001.9,3829.747079,2602,,2602,,9965001.9
95318,5701861.44,2193.867426,2599,,2599,,5701861.44
95319,37434900,2877.173161,13011,13011,,37434900,
95320,255851970.4,2868.263477,89201,36508,52693,115549500,140302470.4
95321,76845623.57,1730.484463,44407,,44407,,76845623.57
95322,186514605.1,2546.065921,73256,30129,43127,87815200,98699405.09
95323,6831000,3071.492806,2224,2224,,6831000,
95324,64369100,2888.06084,22288,22288,0,64369100,0
95325,0,0,0,,0,,0
95326,98571000,3273.587725,30111,30111,,98571000,
95327,79790322.87,2483.127093,32133,,32133,,79790322.87
95328,39492500,2631.605251,15007,15007,,39492500,
95329,34567756.76,2390.743257,14459,,14459,,34567756.76
95330,410419531.5,2719.198666,150934,77748,73186,239110900,171308631.5
95333,29995727.94,2735.83801,10964,0,10964,0,29995727.94
95334,223323488.6,2608.157532,85625,45122,40503,132000500,91322988.64
95335,6186239.196,752.5838438,8220,,8220,,6186239.196
95336,1031606783,2558.36456,403229,197011,206218,577228300,454378483
95337,782136375.9,2650.572979,295082,143641,151441,431273800,350862575.9
95338,153620629,2269.70774,67683,,67683,,153620629
95340,836979300.5,2727.107534,306911,148122,158789,466908700,370070600.5
95341,445663425.4,2458.480027,181276,92630,88646,252675700,192987725.4
95345,8322748.296,2036.395472,4087,,4087,,8322748.296
95346,26092260.05,1340.952824,19458,,19458,,26092260.05
95348,616998837.9,2534.094677,243479,129955,113524,369205900,247792937.9
95350,759260500,3211.639574,236409,236409,,759260500,
95351,437101500,3091.678455,141380,141380,,437101500,
95354,322204100,2961.516402,108797,108797,,322204100,
95355,835430500,3215.135678,259843,259843,,835430500,
95356,485639200,3605.874666,134680,134680,0,485639200,0
95357,109391300,3287.492111,33275,33275,0,109391300,0
95358,280286600,3216.398334,87143,87143,,280286600,
95360,242801660.4,2547.013054,95328,44502,50826,126112400,116689260.4
95361,703129662.2,2837.454196,247803,112045,135758,345613700,357515962.2
95363,272496751.2,3043.874214,89523,84259,5264,259655000,12841751.22
95364,9960358.168,764.1241402,13035,,13035,,9960358.168
95365,76090836.29,2397.316833,31740,15481,16259,45276300,30814536.29
95366,362611535.4,2850.742029,127199,68608,58591,222290200,140321335.4
95367,468008853.9,2817.921484,166083,97422,68661,306184900,161823953.9
95368,153468800,2918.101612,52592,52592,,153468800,
95369,13597434.16,2861.412912,4752,,4752,,13597434.16
95370,375592779.2,2328.434471,161307,,161307,,375592779.2
95372,22409572.44,2312.649375,9690,,9690,,22409572.44
95374,26276774.18,3847.82167,6829,,6829,,26276774.18
95375,4307455.516,816.4244723,5276,,5276,,4307455.516
95376,1104752145,2608.666837,423493,207598,215895,621228300,483523845
95377,676246999.1,2975.731996,227254,111742,115512,378143200,298103799.1
95379,47565323.79,2173.917906,21880,,21880,,47565323.79
95380,436436800,2856.579593,152783,152783,,436436800,
95382,488565100,3228.26153,151340,151340,,488565100,
95383,60558485.92,1621.421883,37349,,37349,,60558485.92
95385,0,0,0,0,0,0,0
95386,88688700,2774.20939,31969,31969,0,88688700,0
95387,14868391.32,1975.603418,7526,3250,4276,6861700,8006691.324
95388,205816486.1,2502.571509,82242,38771,43471,104187200,101629286.1
95389,10285477.41,1830.481832,5619,,5619,,10285477.41
95391,231352700,3759.143052,61544,61544,0,231352700,0
95401,756958320.9,2410.610841,314011,145660,168351,471514700,285443620.9
95403,920187201.7,2487.133599,369979,173755,196224,568572000,351615201.7
95404,1004178215,2733.960476,367298,168238,199060,630625300,373552915
95405,594804108,2614.810893,227475,109877,117598,410292200,184511908
95407,699050011.7,2520.734212,277320,134386,142934,422940200,276109811.7
95409,814314055.5,2791.844566,291676,141551,150125,550938500,263375555.5
95410,15035308.96,3028.25961,4965,,4965,,15035308.96
95412,4267190.504,3323.35709,1284,,1284,,4267190.504
95415,14721606.27,2022.754365,7278,,7278,,14721606.27
95417,0,0,0,,0,,0
95419,7015549.68,2247.133145,3122,,3122,,7015549.68
95420,3988761.068,2421.834285,1647,,1647,,3988761.068
95421,21317971.28,1920.364947,11101,,11101,,21317971.28
95422,239543223.4,2575.872073,92995,,92995,,239543223.4
95423,72708576.98,2387.880619,30449,,30449,,72708576.98
95425,250525900.6,2597.469161,96450,41717,54733,139832500,110693400.6
95426,29056544.23,2084.699687,13938,,13938,,29056544.23
95427,3201216.876,2868.473903,1116,,1116,,3201216.876
95428,31291387.17,3162.982631,9893,,9893,,31291387.17
95429,0,0,0,,0,,0
95432,2591144.452,1515.289153,1710,,1710,,2591144.452
95435,5019168.008,2791.528369,1798,,1798,,5019168.008
95436,120835261.5,2684.333255,45015,13300,31715,49076500,71758761.48
95437,166561311.1,2142.12991,77755,,77755,,166561311.1
95439,16901396.38,3137.441319,5387,2322,3065,9068700,7832696.384
95441,41593661.64,3065.344656,13569,3635,9934,14661200,26932461.64
95442,91625165.84,2777.867022,32984,11968,21016,44489000,47136165.84
95443,5043710.524,2394.924275,2106,,2106,,5043710.524
95444,19105388.31,2790.73741,6846,3295,3551,11007600,8097788.312
95445,30835997.77,2020.04571,15265,,15265,,30835997.77
95446,83849323.37,2228.671913,37623,,37623,,83849323.37
95448,335296729,3380.654853,99181,66163,33018,243310700,91986028.96
95449,26507981.27,2806.859516,9444,2713,6731,9419300,17088681.27
95450,7056469.796,1754.467876,4022,,4022,,7056469.796
95451,179020031.2,2697.669282,66361,,66361,,179020031.2
95452,45096161.09,3243.161531,13905,4826,9079,21513700,23582461.09
95453,161235360,2587.092405,62323,,62323,,161235360
95454,29984714,3005.383783,9977,,9977,,29984714
95456,10702649,2803.942626,3817,,3817,,10702649
95457,46161845.36,2804.997591,16457,,16457,,46161845.36
95458,49179435.22,2474.561498,19874,,19874,,49179435.22
95459,8186858.572,1801.685425,4544,,4544,,8186858.572
95460,36928144.24,2357.215897,15666,,15666,,36928144.24
95461,33169413.39,2569.678756,12908,,12908,,33169413.39
95462,26855794,2229.992028,12043,,12043,,26855794
95463,361347.86,3577.701584,101,,101,,361347.86
95464,41026928.66,2430.793261,16878,,16878,,41026928.66
95465,26657143.94,3462.866192,7698,,7698,,26657143.94
95466,10752000.17,2282.318016,4711,,4711,,10752000.17
95467,83465988.58,2713.105857,30764,,30764,,83465988.58
95468,12563772.17,2116.895058,5935,,5935,,12563772.17
95469,20842389.66,2759.119627,7554,,7554,,20842389.66
95470,120227052.8,3244.907095,37051,10604,26447,43896300,76330752.77
95471,11978228.62,2039.889069,5872,,5872,,11978228.62
95472,358394654.1,3279.899827,109270,44529,64741,191193900,167200754.1
95476,984772415.2,2883.827842,341481,158589,182892,623698300,361074115.2
95480,0,0,0,,0,,0
95482,560668696.9,3238.407315,173131,109456,63675,398149200,162519496.9
95485,37395697.42,2683.773319,13934,,13934,,37395697.42
95486,2435864.332,1294.983696,1881,,1881,,2435864.332
95488,4709955.508,2273.14455,2072,,2072,,4709955.508
95490,250100626.3,2735.642303,91423,29898,61525,113343200,136757426.3
95492,640814426.6,2840.13698,225628,107816,117812,402589600,238224826.6
95493,0,0,0,,0,,0
95494,1846632.404,1935.673379,954,,954,,1846632.404
95497,33697765,1453.492279,23184,,23184,,33697765
95501,650176624.3,2623.234838,247853,120807,127046,475391100,174785524.3
95503,722913516.7,3103.019332,232971,111645,121326,487763100,235150416.7
95511,9087295.608,4507.587107,2016,,2016,,9087295.608
95514,0,0,0,,0,,0
95518,15993053.95,3542.989356,4514,,4514,,15993053.95
95519,481662442.5,2969.961663,162178,76465,85713,293783300,187879142.5
95521,460444357.2,2450.801635,187875,86430,101445,307062500,153381857.2
95524,55300139.77,3626.476475,15249,6477,8772,34932100,20368039.77
95525,43744250.66,2587.957798,16903,7540,9363,27732400,16011850.66
95526,13259127.54,2105.626098,6297,0,6297,0,13259127.54
95527,12191103.3,2614.994272,4662,,4662,,12191103.3
95528,35406478.82,3806.329695,9302,3541,5761,14926000,20480478.82
95536,33098955.59,2186.048186,15141,,15141,,33098955.59
95537,11360459.62,2840.825112,3999,1920,2079,7012200,4348259.624
95540,364905306.5,2779.84967,131268,62171,69097,242996000,121909306.5
95542,45391115.5,4296.773523,10564,,10564,,45391115.5
95546,223472447.5,19173.95517,11655,,11655,,223472447.5
95547,33423470.91,3298.477343,10133,3718,6415,15597900,17825570.91
95549,19655624.41,4701.177806,4181,0,4181,0,19655624.41
95550,0,0,0,,0,,0
95551,36554090.85,2847.113549,12839,4702,8137,19300900,17253190.85
95552,6246836.316,2584.541297,2417,0,2417,0,6246836.316
95553,18555349.94,4711.871494,3938,,3938,,18555349.94
95554,12148760.38,4022.768336,3020,,3020,,12148760.38
95555,5631376.344,2704.791712,2082,,2082,,5631376.344
95556,8219753.664,2453.65781,3350,,3350,,8219753.664
95558,6889189.672,3417.256782,2016,,2016,,6889189.672
95560,31336306.15,3984.272874,7865,,7865,,31336306.15
95562,90470996.56,2760.281809,32776,15726,17050,54729000,35741996.56
95563,11747594.48,2792.392317,4207,,4207,,11747594.48
95564,0,0,0,0,0,0,0
95565,18332108.52,2662.615617,6885,2966,3919,10855700,7476408.52
95568,0,0,0,,0,,0
95569,4891347.664,3078.255295,1589,,1589,,4891347.664
95570,53197693.02,3535.670146,15046,,15046,,53197693.02
95571,6564046.544,4059.397986,1617,,1617,,6564046.544
95573,36353583.91,2857.986157,12720,,12720,,36353583.91
95585,9084026.912,3000.008888,3028,,3028,,9084026.912
95587,0,0,0,,0,,0
95589,8740810.42,5705.48983,1532,,1532,,8740810.42
95595,0,0,0,,0,,0
95601,4782566.28,2328.41591,2054,,2054,,4782566.28
95602,336564708.5,3007.136296,111922,20876,91046,89078100,247486608.5
95603,756273383.1,2935.00075,257674,111763,145911,428377300,327896083.1
95605,299117080.7,2416.834304,123764,59376,64388,185602700,113514380.7
95606,9713892.348,3270.670824,2970,0,2970,0,9713892.348
95607,6179933.82,2988.362582,2068,0,2068,0,6179933.82
95608,1065313200,3991.731115,266880,266880,,1065313200,
95610,602002200,3402.930353,176907,176907,,602002200,
95612,24351780.54,3140.544305,7754,1980,5774,7753100,16598680.54
95613,5753771.608,2319.134062,2481,,2481,,5753771.608
95614,56321126.54,2658.161532,21188,,21188,,56321126.54
95615,0,0,0,,0,,0
95616,953261610,2264.446099,420969,196196,224773,590592900,362668710
95618,558769426.7,2319.729267,240877,118526,122351,345430800,213338626.7
95619,61014373.48,2399.401214,25429,,25429,,61014373.48
95620,428266533.1,2565.422691,166938,77180,89758,234626000,193640533.1
95621,506756200,3108.743022,163010,163010,,506756200,
95623,60243179.59,2741.44162,21975,,21975,,60243179.59
95624,775598800,3613.335259,214649,214649,,775598800,
95625,3137705.908,2263.857076,1386,,1386,,3137705.908
95626,44966607.38,3200.242501,14051,10934,3117,34683300,10283307.38
95627,73411865.28,2741.192087,26781,11025,15756,33682800,39729065.28
95628,770783200,4064.754833,189626,189626,,770783200,
95629,13302736.31,2492.082486,5338,,5338,,13302736.31
95630,1208885600,3628.29316,333183,333183,0,1208885600,0
95631,84029845.47,2794.939147,30065,,30065,,84029845.47
95632,313925995.4,3211.584845,97748,93341,4407,299503700,14422295.4
95633,42935331.91,2637.79148,16277,,16277,,42935331.91
95634,41265052.14,2433.941969,16954,0,16954,0,41265052.14
95635,15899756.22,2649.076345,6002,0,6002,0,15899756.22
95636,15915420.72,1978.299654,8045,,8045,,15915420.72
95637,6494025.48,3064.665163,2119,,2119,,6494025.48
95640,163563906.3,2643.32891,61878,21785,40093,65176300,98387606.3
95641,40778743.46,2631.056421,15499,4855,10644,13258500,27520243.46
95642,175890368.6,2586.014594,68016,25882,42134,85879700,90010668.62
95645,16258630.38,2729.790192,5956,,5956,,16258630.38
95648,1361260399,2700.892054,504004,239808,264196,780476900,580783498.7
95650,321025273.2,3527.556433,91005,30226,60779,132511700,188513573.2
95651,11558634.5,2562.321992,4511,,4511,,11558634.5
95652,9357500,3100.563287,3018,3018,,9357500,
95653,6682726.14,3277.452742,2039,,2039,,6682726.14
95656,9287085.268,2725.083705,3408,,3408,,9287085.268
95658,108075839.4,3222.29694,33540,2932,30608,11247500,96828339.36
95659,9886655.556,2745.530563,3601,,3601,,9886655.556
95660,388874200,3369.647762,115405,115405,0,388874200,0
95661,525693331.2,3671.273552,143191,141828,1363,521693000,4000331.16
95662,480361500,3790.432415,126730,126730,,480361500,
95663,54153583.82,3035.344645,17841,3700,14141,12872700,41280883.82
95664,22733552.08,3056.817544,7437,,7437,,22733552.08
95665,69920829.68,2503.162198,27933,,27933,,69920829.68
95666,88007565.3,1939.304231,45381,,45381,,88007565.3
95667,504081162.1,2613.7019,192861,,192861,,504081162.1
95668,12046202.48,3108.697414,3875,,3875,,12046202.48
95669,35194401.27,2616.489575,13451,,13451,,35194401.27
95670,796635300,3309.550576,240708,240708,,796635300,
95672,67100293.05,2986.216869,22470,,22470,,67100293.05
95673,180734000,3296.862459,54820,54820,,180734000,
95674,10002059.63,3012.668564,3320,,3320,,10002059.63
95675,5396183.772,2314.965153,2331,,2331,,5396183.772
95676,5910375.584,3342.972615,1768,,1768,,5910375.584
95677,696532025.7,2844.729531,244850,119358,125492,401955600,294576425.7
95678,645645400,3136.11918,205874,205874,0,645645400,0
95679,0,0,0,,0,,0
95681,23403989.79,2713.820709,8624,2528,6096,7113000,16290989.79
95682,423177612.8,2879.660389,146954,,146954,,423177612.8
95684,50083526.5,2546.965343,19664,,19664,,50083526.5
95685,110049832.4,2601.220422,42307,14136,28171,48225300,61824532.41
95686,23905236.85,2703.600639,8842,3846,4996,11541500,12363736.85
95687,1396041910,2474.641728,564139,278360,285779,813116900,582925009.8
95688,884261107.7,2694.439355,328180,149007,179173,464392200,419868907.7
95689,21199339.45,2309.799461,9178,,9178,,21199339.45
95690,23195192.26,2786.878801,8323,0,8323,0,23195192.26
95691,863285719.2,2696.857683,320108,152036,168072,511450000,351835719.2
95692,109820500.5,2656.133616,41346,17626,23720,53034100,56786400.5
95694,179946094.3,2484.242345,72435,30297,42138,85240500,94705594.26
95695,866950761.5,2572.149667,337053,153130,183923,489370100,377580661.5
95697,10232539.8,2599.070308,3937,1833,2104,5975500,4257039.804
95698,0,0,0,0,0,0,0
95701,12772678.7,2020.034587,6323,,6323,,12772678.7
95703,23009630.64,2816.011583,8171,,8171,,23009630.64
95709,66202868.81,2539.524677,26069,,26069,,66202868.81
95713,133231175.5,2751.516398,48421,,48421,,133231175.5
95714,5671395.692,1784.580142,3178,,3178,,5671395.692
95715,2820635.572,1440.569751,1958,,1958,,2820635.572
95717,2667975.868,2197.673697,1214,,1214,,2667975.868
95720,3591385.9,646.8634546,5552,,5552,,3591385.9
95721,1633720.192,474.7806428,3441,,3441,,1633720.192
95722,88584907.82,3479.785828,25457,2669,22788,23742400,64842507.82
95724,0,0,0,,0,,0
95726,118201847.8,2250.99213,52511,,52511,,118201847.8
95728,27179916.94,1333.918185,20376,,20376,,27179916.94
95735,4159712.504,532.2047728,7816,,7816,,4159712.504
95736,4485067.176,2493.089036,1799,,1799,,4485067.176
95742,178915500,3296.219532,54279,54279,,178915500,
95746,834024114,4681.662414,178147,91117,87030,527547400,306476714
95747,1086145736,3578.285867,303538,297156,6382,1065201600,20944135.5
95757,615602300,3410.06675,180525,180525,,615602300,
95758,902531400,3328.004041,271193,271193,,902531400,
95762,1338545879,3602.182707,371593,171575,200018,801138300,537407578.6
95765,959959513.5,2819.935178,340419,169442,170977,576139000,383820513.5
95776,462154491,2395.836635,192899,95132,97767,276367000,185787491
95811,68171800,2010.137406,33914,33914,,68171800,
95814,108451400,3975.199765,27282,27282,,108451400,
95815,311260000,3238.277552,96119,96119,0,311260000,0
95816,292449600,2840.364406,102962,102962,,292449600,
95817,202721800,2902.286361,69849,69849,0,202721800,0
95818,401258900,3316.792309,120978,120978,,401258900,
95819,357270100,3687.911351,96876,96876,,357270100,
95820,507984900,3277.914075,154972,154972,,507984900,
95821,590957300,3704.898845,159507,159507,0,590957300,0
95822,719531400,3838.155845,187468,187468,,719531400,
95823,791329300,3415.805013,231667,231667,0,791329300,0
95824,324010800,3324.278738,97468,97468,,324010800,
95825,422843200,4023.859008,105084,105084,,422843200,
95826,483556700,3137.676251,154113,154113,,483556700,
95827,197935500,3656.804242,54128,54128,,197935500,
95828,612650300,3334.06057,183755,183755,,612650300,
95829,388054300,3613.404039,107393,107393,,388054300,
95830,0,0,0,0,,0,
95831,651638500,3620.11333,180005,180005,,651638500,
95832,132323500,3557.848462,37192,37192,,132323500,
95833,397791100,3091.921029,128655,128655,,397791100,
95834,312711500,2717.64711,115067,115067,0,312711500,0
95835,560078700,3182.807865,175970,175970,,560078700,
95837,0,0,0,0,0,0,0
95838,416807700,3183.731038,130918,130918,,416807700,
95841,276069500,3091.345292,89304,89304,,276069500,
95842,345914300,3081.888971,112241,112241,,345914300,
95843,628842000,3402.566905,184814,184814,,628842000,
95864,579899600,4844.729609,119697,119697,,579899600,
95901,717463066.8,2555.058803,280801,122760,158041,366704400,350758666.8
95903,0,0,0,,0,,0
95910,0,0,0,,0,,0
95912,91418772,2729.488908,33493,13417,20076,40388900,51029872
95913,5487478.656,2873.025474,1910,,1910,,5487478.656
95914,20015030.84,3007.969769,6654,,6654,,20015030.84
95915,0,0,0,0,0,0,0
95916,28090862.93,2603.657701,10789,,10789,,28090862.93
95917,55656556.13,3240.36773,17176,10536,6640,37571100,18085456.13
95918,36362977.15,2971.074201,12239,,12239,,36362977.15
95919,17010399.76,2422.788742,7021,,7021,,17010399.76
95920,3308230.844,2443.301953,1354,0,1354,0,3308230.844
95922,9476949.42,2052.620624,4617,,4617,,9476949.42
95923,0,0,0,,0,,0
95925,3122686.284,2010.744549,1553,,1553,,3122686.284
95926,923314694.6,2326.069538,396942,192573,204369,550244100,373070594.6
95928,845827445,2341.300116,361264,168666,192598,466528200,379299245
95930,3296667.576,1595.676465,2066,,2066,,3296667.576
95932,184838000.2,2696.200135,68555,31213,37342,101706200,83131800.24
95934,3269705.952,1872.683821,1746,,1746,,3269705.952
95935,15199480.76,2648.91613,5738,,5738,,15199480.76
95936,4466833.448,1534.994312,2910,,2910,,4466833.448
95937,25404047.44,2671.017499,9511,2953,6558,8401700,17002347.44
95938,101775939.3,3037.725027,33504,14280,19224,52274500,49501439.3
95939,6006095.832,2447.471814,2454,,2454,,6006095.832
95941,7345725.508,2455.122162,2992,,2992,,7345725.508
95942,26150451.71,2101.450635,12444,,12444,,26150451.71
95943,11001557.26,2800.09093,3929,0,3929,0,11001557.26
95944,0,0,0,,0,,0
95945,614692171.9,2760.663843,222661,83072,139589,319929700,294762471.9
95946,174831506.8,2807.455869,62274,3645,58629,19327000,155504506.8
95947,24241430.88,1794.465237,13509,,13509,,24241430.88
95948,199454098.6,3073.489461,64895,44404,20491,149232700,50221398.6
95949,334101234.2,3103.53021,107652,4625,103027,21066100,313035134.2
95950,4990776.756,2856.769752,1747,,1747,,4990776.756
95951,47542065.5,2499.845699,19018,9364,9654,30513200,17028865.5
95953,218933214.3,2637.940264,82994,38761,44233,122548800,96384414.27
95954,179375513.9,2637.448558,68011,,68011,,179375513.9
95955,29832967.18,2780.591591,10729,4200,6529,12808800,17024167.18
95956,6055218.396,1809.148012,3347,,3347,,6055218.396
95957,15097554.29,2775.285715,5440,1926,3514,6273300,8824254.292
95959,430751520.8,3216.627991,133914,36979,96935,198310000,232441520.8
95960,11770813.14,3068.512288,3836,0,3836,0,11770813.14
95961,536758816.8,2674.833392,200670,98157,102513,299966300,236792516.8
95962,20604638.09,2617.126647,7873,,7873,,20604638.09
95963,290509419.1,2531.56219,114755,41023,73732,108831300,181678119.1
95965,394213353.4,2586.922463,152387,62061,90326,186609200,207604153.4
95966,612575712.7,2758.08283,222102,72910,149192,236749000,375826712.7
95968,33842988.47,2634.925917,12844,5724,7120,18526500,15316488.47
95969,899944720.1,2962.117847,303818,140851,162967,558751800,341192920.1
95970,14660899.75,2874.686225,5100,2113,2987,7142800,7518099.748
95971,57497911.69,1939.875563,29640,,29640,,57497911.69
95972,0,0,0,,0,,0
95973,801029599.9,2520.086328,317858,142655,175203,412434900,388594699.9
95974,9950457.848,3159.878643,3149,1382,1767,5215100,4735357.848
95975,26260034.91,2834.020603,9266,0,9266,0,26260034.91
95977,26978155.14,3130.079492,8619,,8619,,26978155.14
95978,3629300.044,2002.924969,1812,,1812,,3629300.044
95979,9613057.512,1965.860432,4890,,4890,,9613057.512
95981,3070008.416,686.9564592,4469,,4469,,3070008.416
95982,79388349.51,2692.864879,29481,14031,15450,41839600,37548749.51
95983,7576107.16,2102.138502,3604,,3604,,7576107.16
95984,3639167.548,1893.427444,1922,,1922,,3639167.548
95986,2341781.844,1695.714587,1381,,1381,,2341781.844
95987,102796059.6,2478.984724,41467,18379,23088,52772400,50023659.55
95988,199728975.5,2464.907324,81029,36302,44727,103679200,96049775.55
95991,947985577.4,2613.942833,362665,175187,187478,550171500,397814077.4
95993,883620200.8,2900.977041,304594,146853,157741,521402100,362218100.8
96001,488167879.5,3666.217655,133153,112150,21003,413893000,74274879.46
96002,509551202.3,3473.375975,146702,122253,24449,432511900,77039302.34
96003,693394315.3,3359.191904,206417,145879,60538,505849600,187544715.3
96007,492598153.3,2770.409226,177807,61382,116425,189307500,303290653.3
96008,13230173.3,3101.306447,4266,,4266,,13230173.3
96009,4134108.856,2186.202462,1891,,1891,,4134108.856
96010,0,0,0,,0,,0
96013,133841602.8,3109.9917,43036,20381,22655,94173800,39667802.82
96016,6172004.332,2065.597166,2988,,2988,,6172004.332
96019,121492000,3217.64924,37758,37758,0,121492000,0
96020,34486039.36,1616.028086,21340,,21340,,34486039.36
96021,297183893.7,2637.22751,112688,35338,77350,100077700,197106193.7
96022,281609576.6,2916.209229,96567,17418,79149,57693900,223915676.6
96028,37037363.98,2710.381557,13665,4408,9257,18353600,18683763.98
96033,6181213.32,2679.329571,2307,,2307,,6181213.32
96035,51270005.41,2571.600813,19937,5385,14552,14574000,36696005.41
96040,4033103.42,1987.72963,2029,,2029,,4033103.42
96047,9616271.616,2773.657807,3467,,3467,,9616271.616
96051,19411219.44,2224.016892,8728,,8728,,19411219.44
96055,54121454.49,2823.089797,19171,,19171,,54121454.49
96056,26652357.57,2695.697134,9887,1357,8530,6720600,19931757.57
96059,8820115.536,2565.478632,3438,,3438,,8820115.536
96061,754437.556,431.1071749,1750,,1750,,754437.556
96062,18007990.08,3367.867978,5347,,5347,,18007990.08
96063,2429064.216,633.8894092,3832,,3832,,2429064.216
96065,4804457.672,1927.17917,2493,,2493,,4804457.672
96069,11248371.11,3040.100299,3700,,3700,,11248371.11
96071,3125586.484,1251.736678,2497,,2497,,3125586.484
96073,70508167.94,3344.631087,21081,,21081,,70508167.94
96075,4237291.148,1811.582363,2339,,2339,,4237291.148
96076,0,0,0,0,0,0,0
96080,623362673.3,2633.733896,236684,88953,147731,261915200,361447473.3
96084,10530186.05,3053.112801,3449,,3449,,10530186.05
96087,13758245.13,2892.210454,4757,0,4757,0,13758245.13
96088,67546449.58,2262.483657,29855,0,29855,0,67546449.58
